거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
"173,500",2002,2023,성수동1가,강변건영아파트,7,15,84.952,710,11200,6
"125,000",2000,2023,성수동1가,서울숲대림,7,15,59.885,656-234,11200,6
"131,000",1999,2023,성수동1가,서울숲한양현대,7,21,84.81,707,11200,4
"185,000",2002,2023,성수동1가,강변건영아파트,7,21,84.941,710,11200,14
"650,000",2020,2023,성수동1가,아크로서울포레스트,7,22,159.603,685-700,11200,23
"122,500",2000,2023,성수동1가,서울숲대림,7,23,59.885,656-234,11200,5
"177,000",2002,2023,성수동1가,강변건영아파트,7,26,84.941,710,11200,22
"129,000",1983,2023,성수동1가,동아,7,26,53.14,656-320,11200,3
"130,000",1994,2023,성수동1가,한진타운,7,27,59.4,704,11200,4
"159,000",2003,2023,성수동1가,중앙하이츠빌,7,28,84.9673,715,11200,7
"116,000",1997,2023,성수동1가,쌍용,7,29,59.76,706,11200,9
"156,000",2009,2023,성수동2가,힐스테이트,7,13,57.49,843,11200,5
"139,000",2003,2023,성수동2가,롯데캐슬파크,7,19,84.686,835,11200,14
"86,000",1999,2023,성수동2가,성수1차대우아파트,7,26,84.6,279-50,11200,11
"78,000",2001,2023,성수동2가,신성미소지움,7,29,59.4,833,11200,1
"75,500",2000,2023,송정동,건영,7,23,59.21,90,11200,22
"85,500",1995,2023,용답동,중앙하이츠,7,8,84.545,15,11200,5
